epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,22.8847,2.13632,1.52148,1.28636,0.39819,0.46043,0.30508,0.09668,2.50175,2.28251,1.4607,0.00167825,0.00167825,0.00167825
15,24.1295,2.12463,1.51813,1.3174,0.44904,0.44604,0.31221,0.10414,2.42939,1.90185,1.42643,0.0016535,0.0016535,0.0016535
16,25.4257,2.11457,1.45265,1.32173,0.46856,0.42498,0.34716,0.10349,2.39587,1.93191,1.41858,0.00162875,0.00162875,0.00162875
17,26.5862,2.07621,1.43648,1.26286,0.48723,0.51269,0.38565,0.13264,2.38458,1.98498,1.43934,0.001604,0.001604,0.001604
18,27.7922,2.0061,1.39686,1.25173,0.46197,0.49419,0.38206,0.1234,2.42266,1.87674,1.45501,0.00157925,0.00157925,0.00157925
19,28.9162,2.0205,1.37586,1.28836,0.52027,0.40573,0.3451,0.12693,2.38852,1.90395,1.45171,0.0015545,0.0015545,0.0015545
20,30.089,1.94683,1.3591,1.27793,0.47961,0.43885,0.34433,0.12284,2.47588,2.04205,1.47676,0.00152975,0.00152975,0.00152975
21,31.2316,1.99228,1.45484,1.3213,0.47992,0.45324,0.31073,0.10267,2.45967,1.94527,1.4682,0.001505,0.001505,0.001505
22,32.3525,1.97692,1.34403,1.24086,0.47578,0.48201,0.34826,0.1161,2.40609,1.82121,1.41492,0.00148025,0.00148025,0.00148025
23,33.3899,1.9893,1.34598,1.25312,0.49309,0.4964,0.38783,0.14094,2.33181,1.76563,1.39627,0.0014555,0.0014555,0.0014555
24,34.6147,1.98574,1.37062,1.27345,0.44524,0.4446,0.35854,0.13043,2.42802,1.74983,1.45014,0.00143075,0.00143075,0.00143075
25,35.8273,2.01619,1.34391,1.25673,0.53092,0.43165,0.3731,0.11599,2.46999,1.73416,1.45289,0.001406,0.001406,0.001406
26,37.0906,1.93543,1.29969,1.25066,0.52831,0.42446,0.39054,0.13996,2.43709,1.68099,1.48475,0.00138125,0.00138125,0.00138125
27,38.294,1.94075,1.37681,1.30037,0.53732,0.46763,0.43681,0.15688,2.36452,1.67554,1.43166,0.0013565,0.0013565,0.0013565
28,39.3807,2.03365,1.30617,1.28477,0.52726,0.48201,0.40875,0.13575,2.43151,1.72882,1.45857,0.00133175,0.00133175,0.00133175
29,40.7608,1.91336,1.25943,1.24089,0.42261,0.45813,0.3407,0.12041,2.45916,1.87799,1.48218,0.001307,0.001307,0.001307
30,42.0054,1.94097,1.25415,1.24666,0.47247,0.41007,0.3605,0.12133,2.46567,1.72484,1.43966,0.00128225,0.00128225,0.00128225
31,43.1644,1.99306,1.27985,1.25178,0.42822,0.41727,0.36122,0.11517,2.54758,1.72486,1.51513,0.0012575,0.0012575,0.0012575
32,44.4382,1.96385,1.24724,1.25659,0.4944,0.46763,0.38537,0.13429,2.42337,1.64845,1.45449,0.00123275,0.00123275,0.00123275
33,45.6828,2.00977,1.28651,1.25451,0.48209,0.47546,0.40755,0.13341,2.4641,1.68312,1.47353,0.001208,0.001208,0.001208
34,46.774,1.98485,1.23902,1.2337,0.53002,0.47869,0.40483,0.14518,2.43874,1.66406,1.49484,0.00118325,0.00118325,0.00118325
35,47.9094,1.94911,1.26006,1.26978,0.44565,0.50895,0.35859,0.12877,2.4522,1.82959,1.47243,0.0011585,0.0011585,0.0011585
36,49.1239,1.9351,1.24183,1.25276,0.48472,0.51799,0.38236,0.13249,2.40611,1.69437,1.43837,0.00113375,0.00113375,0.00113375
37,50.2833,1.93741,1.25006,1.22203,0.53069,0.43885,0.374,0.12665,2.49946,1.66125,1.46964,0.001109,0.001109,0.001109
38,51.4393,1.9236,1.26242,1.25942,0.51262,0.4964,0.39111,0.13104,2.41568,1.7613,1.43501,0.00108425,0.00108425,0.00108425
39,52.7913,1.91523,1.25893,1.24398,0.44069,0.45324,0.35481,0.11711,2.39911,1.74648,1.40519,0.0010595,0.0010595,0.0010595
40,54.0402,1.96037,1.23662,1.21823,0.45338,0.45324,0.39203,0.12908,2.39366,1.71985,1.43159,0.00103475,0.00103475,0.00103475
41,55.2051,1.91916,1.20754,1.21812,0.46593,0.46763,0.39333,0.132,2.40162,1.69357,1.42071,0.00101,0.00101,0.00101
42,56.4582,1.84712,1.19178,1.21859,0.55493,0.43885,0.41365,0.14503,2.45531,1.64548,1.51395,0.00098525,0.00098525,0.00098525
