epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,78.879,1.96424,1.16721,1.20912,0.66314,0.6,0.63324,0.28592,2.05763,1.18911,1.27474,0.00103475,0.00103475,0.00103475
41,80.712,1.90047,1.11681,1.20407,0.64642,0.66729,0.60436,0.27381,2.07519,1.1973,1.29665,0.00101,0.00101,0.00101
42,82.4854,1.90648,1.12485,1.19079,0.65965,0.68,0.63813,0.2712,2.08862,1.16893,1.29964,0.00098525,0.00098525,0.00098525
43,84.2202,1.9577,1.18181,1.21014,0.67153,0.635,0.6545,0.29054,2.07638,1.18941,1.28977,0.0009605,0.0009605,0.0009605
44,85.7262,1.93907,1.12536,1.19623,0.64724,0.7,0.67097,0.30975,2.04565,1.16304,1.29941,0.00093575,0.00093575,0.00093575
45,87.3971,1.89581,1.12834,1.22088,0.70825,0.64,0.6639,0.30634,2.03034,1.1352,1.29875,0.000911,0.000911,0.000911
46,89.3152,1.86871,1.09907,1.18829,0.62983,0.66,0.64501,0.29574,2.02774,1.15951,1.31234,0.00088625,0.00088625,0.00088625
47,90.8963,1.93553,1.13551,1.20728,0.64899,0.68,0.64386,0.30697,2.04264,1.0899,1.29168,0.0008615,0.0008615,0.0008615
48,92.5658,1.86673,1.15186,1.18423,0.65366,0.615,0.61536,0.2813,2.13975,1.22495,1.32632,0.00083675,0.00083675,0.00083675
49,94.2702,1.88755,1.11182,1.17343,0.70249,0.645,0.65536,0.29581,2.08923,1.17355,1.29504,0.000812,0.000812,0.000812
50,95.9352,1.9449,1.10081,1.20737,0.64766,0.69,0.646,0.30726,2.00499,1.17245,1.28907,0.00078725,0.00078725,0.00078725
51,97.538,1.83855,1.08272,1.174,0.64793,0.69012,0.65431,0.30131,2.12295,1.19933,1.32893,0.0007625,0.0007625,0.0007625
52,99.3093,1.8822,1.10066,1.19769,0.6796,0.63632,0.64493,0.29793,2.06812,1.18785,1.30772,0.00073775,0.00073775,0.00073775
