epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,21.4254,2.06012,1.44974,1.26797,0.48919,0.44094,0.37272,0.12575,2.04601,2.0885,1.36679,0.001604,0.001604,0.001604
18,22.3075,1.98713,1.42728,1.23639,0.49152,0.44094,0.35092,0.12518,2.01394,2.22737,1.33218,0.00157925,0.00157925,0.00157925
19,23.218,1.98333,1.40619,1.27254,0.42716,0.50394,0.38924,0.13387,2.08798,2.05827,1.37911,0.0015545,0.0015545,0.0015545
20,24.1115,1.86689,1.3772,1.2575,0.53105,0.44094,0.38149,0.13527,2.0564,2.01914,1.34457,0.00152975,0.00152975,0.00152975
21,25.0128,1.90696,1.44058,1.27293,0.54041,0.44094,0.39631,0.14633,1.9818,1.81438,1.3181,0.001505,0.001505,0.001505
22,25.8697,1.91591,1.36143,1.23278,0.49302,0.46457,0.37372,0.13289,2.00511,1.87236,1.34388,0.00148025,0.00148025,0.00148025
23,26.7001,1.97064,1.35805,1.24994,0.50407,0.46457,0.38572,0.1289,2.03823,1.92229,1.33492,0.0014555,0.0014555,0.0014555
24,27.5029,1.98245,1.41678,1.28026,0.51176,0.4252,0.38491,0.1163,2.29105,1.89776,1.47033,0.00143075,0.00143075,0.00143075
25,28.3105,1.97881,1.36906,1.2573,0.57964,0.49606,0.42302,0.1387,1.99546,1.91086,1.33283,0.001406,0.001406,0.001406
26,29.1479,1.93666,1.36552,1.24393,0.4743,0.48031,0.40268,0.15731,2.0362,1.87028,1.36389,0.00138125,0.00138125,0.00138125
27,30.0515,1.93939,1.3908,1.30067,0.56332,0.41732,0.41548,0.14303,2.02952,1.83768,1.34846,0.0013565,0.0013565,0.0013565
28,30.9221,1.97446,1.3435,1.25981,0.41949,0.48031,0.34303,0.121,2.03615,2.17143,1.31633,0.00133175,0.00133175,0.00133175
29,31.7977,1.84977,1.25493,1.22136,0.47215,0.44882,0.34519,0.13551,2.04376,2.11236,1.37157,0.001307,0.001307,0.001307
30,32.6491,1.90465,1.26645,1.22026,0.5385,0.48031,0.39648,0.12969,2.09871,1.86553,1.36809,0.00128225,0.00128225,0.00128225
31,33.5159,1.94277,1.31421,1.23953,0.50769,0.44882,0.41835,0.1457,2.11892,1.7788,1.42836,0.0012575,0.0012575,0.0012575
32,34.363,1.89152,1.29103,1.2422,0.5511,0.40157,0.41039,0.15036,2.01202,1.75921,1.37101,0.00123275,0.00123275,0.00123275
33,35.1733,1.93081,1.3011,1.23913,0.51333,0.46457,0.39317,0.13974,2.07324,1.72442,1.40077,0.001208,0.001208,0.001208
34,36.109,1.92872,1.25375,1.21285,0.63468,0.42409,0.40419,0.14169,2.09771,1.70598,1.3897,0.00118325,0.00118325,0.00118325
35,36.9575,1.88902,1.2754,1.23935,0.56364,0.44094,0.38746,0.13907,2.19242,1.69606,1.4413,0.0011585,0.0011585,0.0011585
36,37.8262,1.87756,1.2478,1.23138,0.56479,0.48819,0.41799,0.15019,1.99501,1.65263,1.35158,0.00113375,0.00113375,0.00113375
37,38.6604,1.8804,1.24557,1.20589,0.53332,0.44094,0.38589,0.13747,2.19928,1.74685,1.43521,0.001109,0.001109,0.001109
38,39.4813,1.86027,1.24672,1.24295,0.52105,0.43307,0.42281,0.16023,2.01831,1.82963,1.33341,0.00108425,0.00108425,0.00108425
39,40.3288,1.87915,1.27222,1.22683,0.51376,0.41732,0.38028,0.14741,1.94693,1.8448,1.27979,0.0010595,0.0010595,0.0010595
40,41.2032,1.90575,1.26312,1.20118,0.46708,0.48819,0.39248,0.15202,2.07408,1.95796,1.34459,0.00103475,0.00103475,0.00103475
41,42.1064,1.87479,1.26941,1.21653,0.56517,0.46457,0.40927,0.13717,2.0453,1.71327,1.33833,0.00101,0.00101,0.00101
42,42.893,1.80728,1.21877,1.19661,0.51639,0.50448,0.43325,0.1526,2.06454,1.70476,1.35888,0.00098525,0.00098525,0.00098525
43,43.8429,1.82269,1.1724,1.18186,0.52382,0.51181,0.41563,0.15266,1.93332,1.82672,1.31883,0.0009605,0.0009605,0.0009605
44,44.7616,1.85132,1.22453,1.18448,0.53331,0.54331,0.43117,0.1541,1.94103,1.69727,1.28998,0.00093575,0.00093575,0.00093575
45,45.5975,1.85415,1.20723,1.20464,0.52258,0.48819,0.40854,0.14421,2.03323,1.69521,1.35605,0.000911,0.000911,0.000911
46,46.4378,1.82974,1.18819,1.19636,0.52966,0.51181,0.42609,0.15008,1.98885,1.6776,1.32113,0.00088625,0.00088625,0.00088625
47,47.312,1.74346,1.1767,1.19605,0.55375,0.51787,0.44776,0.16859,2.04662,1.70865,1.37365,0.0008615,0.0008615,0.0008615
48,48.1567,1.79208,1.17915,1.18753,0.53728,0.47244,0.41813,0.14967,1.93956,1.60871,1.2949,0.00083675,0.00083675,0.00083675
49,49.0571,1.76564,1.14441,1.15763,0.54559,0.49606,0.45141,0.16625,2.04299,1.57607,1.35589,0.000812,0.000812,0.000812
50,49.911,1.75543,1.12579,1.1788,0.63776,0.47244,0.47116,0.16981,1.9624,1.63751,1.33351,0.00078725,0.00078725,0.00078725
51,50.8087,1.74414,1.17385,1.17039,0.57552,0.44838,0.43216,0.15737,1.91279,1.59484,1.31021,0.0007625,0.0007625,0.0007625
52,51.6947,1.76714,1.1136,1.17387,0.56112,0.47316,0.46917,0.15927,2.07944,1.612,1.37332,0.00073775,0.00073775,0.00073775
53,52.6424,1.77147,1.10438,1.16998,0.57996,0.52756,0.47907,0.1742,1.96819,1.63319,1.34077,0.000713,0.000713,0.000713
54,53.5137,1.65829,1.11011,1.14,0.64573,0.48031,0.49268,0.17774,2.07407,1.53955,1.39653,0.00068825,0.00068825,0.00068825
55,54.4407,1.77559,1.11996,1.16829,0.51552,0.49606,0.42766,0.16675,2.03364,1.63619,1.34885,0.0006635,0.0006635,0.0006635
56,55.2612,1.69318,1.07317,1.13706,0.54623,0.46457,0.45012,0.16654,2.04697,1.7027,1.33791,0.00063875,0.00063875,0.00063875
57,56.1852,1.68592,1.07886,1.13761,0.59286,0.46457,0.42777,0.15189,2.02295,1.56045,1.31869,0.000614,0.000614,0.000614
58,57.0088,1.7174,1.08586,1.16136,0.58738,0.47244,0.44331,0.15732,1.91266,1.58892,1.27668,0.00058925,0.00058925,0.00058925
59,57.8978,1.68926,1.06692,1.16452,0.60638,0.55906,0.48824,0.18425,1.98921,1.71999,1.32927,0.0005645,0.0005645,0.0005645
60,58.7415,1.69297,1.08344,1.14508,0.61982,0.51969,0.46173,0.17353,2.00084,1.65894,1.33974,0.00053975,0.00053975,0.00053975
61,59.6257,1.71482,1.11056,1.12896,0.61522,0.48819,0.46824,0.18078,1.96692,1.58695,1.30687,0.000515,0.000515,0.000515
62,60.4868,1.69478,1.07633,1.15242,0.60231,0.50394,0.46216,0.18455,2.05951,1.53755,1.35329,0.00049025,0.00049025,0.00049025
63,61.3222,1.70188,1.05204,1.14486,0.59156,0.51181,0.46441,0.17298,1.99568,1.61563,1.31873,0.0004655,0.0004655,0.0004655
64,62.1842,1.69249,1.03553,1.14682,0.64063,0.49606,0.44907,0.17163,2.01293,1.63326,1.33664,0.00044075,0.00044075,0.00044075
65,63.0499,1.60449,1.05314,1.12298,0.64719,0.46457,0.43705,0.15826,1.93322,1.59022,1.29697,0.000416,0.000416,0.000416
66,64.011,1.71335,1.05376,1.13488,0.60569,0.48819,0.43011,0.16896,1.94415,1.62269,1.26598,0.00039125,0.00039125,0.00039125
67,64.8024,1.66379,1.01611,1.11944,0.61202,0.46457,0.42548,0.17019,1.97214,1.5984,1.30131,0.0003665,0.0003665,0.0003665
68,65.6251,1.68704,1.02607,1.13491,0.6584,0.41732,0.4268,0.16986,1.94621,1.60846,1.30192,0.00034175,0.00034175,0.00034175
69,66.5035,1.65817,1.00329,1.11932,0.61353,0.46457,0.45879,0.17453,1.96353,1.54246,1.2941,0.000317,0.000317,0.000317
70,67.3484,1.68629,1.03594,1.13088,0.67721,0.45669,0.46745,0.1687,1.97086,1.53443,1.30015,0.00029225,0.00029225,0.00029225
71,68.6472,1.67011,1.0547,1.17428,0.5999,0.47224,0.43758,0.15725,1.99531,1.56891,1.33151,0.0002675,0.0002675,0.0002675
72,69.4959,1.68503,1.05897,1.17352,0.61339,0.45669,0.46288,0.16007,1.95619,1.5803,1.30956,0.00024275,0.00024275,0.00024275
73,70.4102,1.59135,1.01622,1.12918,0.64029,0.50457,0.46338,0.1591,1.93657,1.62613,1.29412,0.000218,0.000218,0.000218
74,71.2322,1.63381,1.00732,1.14957,0.59416,0.51875,0.46935,0.16083,1.95566,1.61274,1.31543,0.00019325,0.00019325,0.00019325
75,72.0356,1.63508,1.0093,1.14479,0.63677,0.46457,0.44208,0.16157,1.9844,1.62769,1.32733,0.0001685,0.0001685,0.0001685
76,72.9247,1.64423,0.99193,1.16038,0.63368,0.46457,0.43741,0.15956,1.99881,1.64033,1.33269,0.00014375,0.00014375,0.00014375
77,73.7588,1.65382,0.9874,1.18116,0.61314,0.51969,0.46282,0.16254,2.02846,1.65038,1.33774,0.000119,0.000119,0.000119
